37.5,64
37.5,64
46.875,64
56.25,64
54.6875,64
46.875,64
34.375,64
56.25,64
54.6875,64
35.9375,64
46.875,64
50,64
51.5625,64
51.5625,64
60.9375,64
45.3125,64
54.6875,64
45.3125,64
50,64
48.4375,64
64.0625,64
57.8125,64
50,64
40.625,64
48.4375,64
50,64
45.3125,64
51.5625,64
50,64
62.5,64
53.125,64
57.8125,64
50,64
46.875,64
45.3125,64
48.4375,64
50,64
53.125,64
53.125,64
50,64
51.5625,64
40.625,64
53.125,64
43.75,64
46.875,64
48.4375,64
40.625,64
43.75,64
42.1875,64
43.75,64
54.6875,64
50,64
53.125,64
50,64
56.25,64
46.875,64
51.5625,64
45.3125,64
39.0625,64
48.4375,64
48.4375,64
51.5625,64
50,64
42.1875,64
50,64
45.3125,64
45.3125,64
56.25,64
53.125,64
65.625,64
53.125,64
53.125,64
46.875,64
62.5,64
60.9375,64
54.6875,64
48.4375,64
57.8125,64
54.6875,64
48.4375,64
42.1875,64
53.125,64
45.3125,64
57.8125,64
51.5625,64
40.625,64
51.5625,64
51.5625,64
51.5625,64
54.6875,64
68.75,64
62.5,64
43.75,64
39.0625,64
40.625,64
53.125,64
50,64
57.8125,64
60.9375,64
54.6875,64
51.5625,64
48.4375,64
53.125,64
45.3125,64
48.4375,64
50,64
57.8125,64
53.125,64
57.8125,64
37.5,64
43.75,64
40.625,64
45.3125,64
50,64
46.875,64
57.8125,64
46.875,64
42.1875,64
54.6875,64
50,64
43.75,64
51.5625,64
54.6875,64
45.3125,64
50,64
54.6875,64
42.1875,64
51.5625,64
54.6875,64
51.5625,64
51.5625,64
53.125,64
50,64
39.0625,64
48.4375,64
48.4375,64
45.3125,64
42.1875,64
46.875,64
51.5625,64
46.875,64
46.875,64
46.875,64
64.0625,64
50,64
48.4375,64
57.8125,64
45.3125,64
56.25,64
53.125,64
48.4375,64
48.4375,64
43.75,64
42.1875,64
48.4375,64
53.125,64
50,64
43.75,64
53.125,64
54.6875,64
51.5625,64
60.9375,64
56.25,64
51.5625,64
50,64
53.125,64
53.125,64
56.25,64
57.8125,64
45.3125,64
37.5,64
59.375,64
48.4375,64
54.6875,64
50,64
43.75,64
54.6875,64
40.625,64
53.125,64
45.3125,64
60.9375,64
45.3125,64
46.875,64
54.6875,64
45.3125,64
43.75,64
46.875,64
53.125,64
51.5625,64
45.3125,64
45.3125,64
54.6875,64
48.4375,64
46.875,64
51.5625,64
43.75,64
48.4375,64
56.25,64
46.875,64
34.375,64
50,64
56.25,64
54.6875,64
48.4375,64
56.25,64
50,64
40.625,64
45.3125,64
65.625,64
59.375,64
34.375,64
46.875,64
59.375,64
54.6875,64
42.1875,64
37.5,64
48.4375,64
50,64
59.375,64
56.25,64
53.125,64
60.9375,64
56.25,64
35.9375,64
29.6875,64
53.125,64
56.25,64
53.125,64
50,64
57.8125,64
51.5625,64
54.6875,64
50,64
48.4375,64
46.875,64
50,64
56.25,64
48.4375,64
48.4375,64
50,64
50,64
45.3125,64
51.5625,64
34.375,64
46.875,64
56.25,64
56.25,64
57.8125,64
46.875,64
54.6875,64
50,64
45.3125,64
51.5625,64
45.3125,64
48.4375,64
51.5625,64
57.8125,64
56.25,64
46.875,64
56.25,64
60.9375,64
45.3125,64
46.875,64
50,64
50,64
42.1875,64
54.6875,64
45.3125,64
50,64
50,64
54.6875,64
51.5625,64
50,64
46.875,64
48.4375,64
43.75,64
46.875,64
53.125,64
46.875,64
50,64
57.8125,64
40.625,64
46.875,64
42.1875,64
42.1875,64
50,64
53.125,64
48.4375,64
48.4375,64
53.125,64
48.4375,64
50,64
48.4375,64
60.9375,64
54.6875,64
48.4375,64
40.625,64
53.125,64
50,64
51.5625,64
39.0625,64
64.0625,64
56.25,64
56.25,64
50,64
51.5625,64
45.3125,64
46.875,64
45.3125,64
61.53846153846154,39
